#{"t_start": 1614239134.344003, "env_id": "dVRLPickRail-v0"}
r,l,t,is_success
-108.559474,100,572.573475,0.0
-100.771892,100,577.562512,0.0
-101.012651,100,582.620511,0.0
-110.099386,100,587.639322,0.0
-108.218686,100,592.661004,0.0
-37.588379,100,598.147129,1.0
-81.1385,100,604.702864,0.0
-62.818962,100,610.737272,0.0
-90.171105,100,619.092586,0.0
-100.845112,100,624.195783,0.0
-87.515862,100,628.857728,0.0
-234.840801,100,636.996455,0.0
-159.524834,100,645.072222,0.0
-99.64433,100,715.330241,1.0
-57.520871,100,720.92325,1.0
-24.480313,100,725.823809,1.0
-38.358915,100,730.782481,1.0
-32.74332,100,736.093758,1.0
-39.661636,100,741.223582,1.0
-63.703092,100,746.42912,0.0
-46.939364,100,751.423324,1.0
-789.484643,100,759.456481,0.0
-74.829249,100,765.554137,1.0
-96.051066,100,770.117954,0.0
-70.479288,100,775.202466,0.0
-87.641258,100,783.387949,0.0
-55.925452,100,788.366304,0.0
-54.916439,100,793.360482,0.0
-89.183715,100,801.520727,0.0
-93.337026,100,809.828228,0.0
-117.857025,100,817.971915,0.0
-82.987732,100,826.348612,0.0
-63.043794,100,831.832961,0.0
-62.349933,100,837.154914,0.0
-370.232435,100,845.580066,0.0
-79.80396,100,850.332045,0.0
-96.231187,100,858.844131,0.0
-91.823087,100,863.587458,0.0
-82.450718,100,871.824072,0.0
-127.9642,100,880.116251,0.0
-70.616862,100,888.579777,0.0
-70.411918,100,896.992587,0.0
-64.337368,100,903.041882,0.0
-62.168244,100,909.045133,0.0
-68.679889,100,915.155395,0.0
-62.333385,100,923.437679,0.0
-80.578901,100,931.86401,0.0
-69.34216,100,940.188196,0.0
-66.430788,100,946.635741,0.0
-58.521988,100,955.019877,0.0
-109.3403,100,963.211833,0.0
-280.909944,100,971.43284,0.0
-90.145097,100,979.828107,0.0
-56.660086,100,988.216745,0.0
-50.538651,100,996.468848,0.0
-61.947603,100,1004.744315,0.0
-78.848444,100,1013.016278,0.0
-51.05645,100,1021.227867,0.0
-184.664539,100,1029.452457,0.0
-46.991749,100,1037.688394,0.0
-63.141413,100,1043.865847,1.0
-53.244376,100,1052.084515,0.0
-76.375043,100,1060.192574,0.0
-85.837856,100,1068.383795,0.0
-52.447683,100,1076.580025,0.0
-63.756917,100,1084.780225,0.0
-63.855069,100,1092.935894,0.0
-63.332396,100,1101.152144,0.0
-37.670419,100,1109.287956,0.0
-44.687115,100,1117.479894,0.0
-41.232228,100,1125.660205,0.0
-41.330888,100,1133.904185,0.0
-41.376387,100,1142.136038,0.0
-41.316488,100,1150.240651,0.0
-78.960553,100,1155.068161,0.0
-61.966925,100,1159.827954,0.0
-60.829462,100,1164.796776,0.0
-53.640532,100,1169.615405,1.0
-55.688038,100,1177.699886,0.0
-55.851048,100,1183.605273,0.0
-37.888849,100,1191.688537,0.0
-74.269819,100,1199.867989,0.0
-76.119796,100,1208.117549,0.0
-86.49348,100,1216.460515,0.0
-48.433165,100,1224.636404,0.0
-57.847356,100,1232.772346,0.0
-62.942904,100,1240.915988,0.0
-55.301405,100,1249.148276,0.0
-62.592172,100,1257.243664,0.0
-55.856825,100,1265.267982,0.0
-64.747168,100,1273.327822,0.0
-215.142976,100,1281.52805,0.0
-103.399135,100,1289.665931,0.0
-77.055669,100,1294.686185,0.0
-57.040879,100,1302.859754,0.0
-267.671902,100,1310.996619,0.0
-262.234893,100,1319.208042,0.0
-46.801638,100,1327.363989,0.0
-40.64144,100,1335.500839,0.0
-239.472467,100,1341.3443,0.0
-64.259129,100,1349.432579,0.0
-420.779288,100,1357.732657,0.0
-54.990416,100,1365.880127,0.0
-44.014435,100,1374.056627,0.0
-102.841126,100,1378.98543,0.0
-34.385919,100,1384.622735,1.0
-91.77647,100,1389.271234,0.0
-108.307639,100,1393.870796,0.0
-109.113804,100,1398.446078,0.0
-81.381327,100,1403.126194,0.0
-109.37277,100,1407.661336,0.0
-35.246975,100,1413.290366,1.0
-59.810782,100,1421.500076,0.0
-40.336367,100,1471.975866,0.0
-33.126618,100,1480.011903,0.0
-70.258921,100,1487.964206,0.0
-107.84568,100,1492.39196,0.0
-31.803023,100,1497.767981,1.0
-95.442389,100,1505.743958,0.0
-34.677482,100,1510.737995,1.0
-40.223908,100,1516.106529,1.0
-35.276499,100,1524.052037,0.0
-53.698957,100,1528.777651,1.0
-39.421705,100,1533.642369,1.0
-52.225351,100,1538.383214,1.0
-44.078738,100,1543.239624,1.0
-70.840502,100,1548.225327,0.0
-45.756034,100,1553.717026,1.0
-64.942473,100,1558.846931,0.0
-67.569928,100,1564.879832,0.0
-68.344795,100,1571.904896,0.0
-82.552754,100,1577.987414,0.0
-86.01506,100,1583.85236,0.0
-85.721414,100,1590.045518,0.0
-58.943251,100,1598.473987,0.0
-83.712996,100,1605.242253,0.0
-45.429656,100,1612.901339,1.0
-68.225601,100,1620.719675,0.0
-44.183666,100,1629.337259,1.0
-90.122554,100,1636.300014,0.0
-67.506618,100,1643.552392,0.0
-72.712323,100,1651.400509,0.0
-66.539501,100,1660.976601,0.0
-58.425394,100,1671.532818,0.0
-72.158445,100,1680.148878,0.0
-85.50584,100,1688.437344,0.0
-78.737848,100,1697.076554,0.0
-81.636409,100,1706.095106,0.0
-95.22467,100,1714.826074,0.0
-89.71726,100,1722.822174,0.0
-54.032467,100,1731.223906,1.0
-106.823619,100,1737.954103,0.0
-87.531055,100,1744.47892,0.0
-95.870061,100,1750.818701,0.0
-83.621114,100,1757.101057,0.0
-85.639632,100,1764.028038,0.0
-78.93075,100,1771.061844,0.0
-79.960523,100,1777.519388,0.0
-382.754989,100,1787.688162,0.0
-53.807971,100,1794.657066,1.0
-42.877552,100,1800.967985,1.0
-52.485465,100,1806.828764,1.0
-56.376153,100,1812.650062,1.0
-399.911712,100,1821.448531,0.0
-509.426491,100,1830.06836,0.0
-398.293224,100,1838.980944,0.0
-61.182269,100,1844.642694,0.0
-56.683992,100,1850.033629,0.0
-59.476649,100,1855.501388,0.0
-109.754607,100,1861.053804,0.0
-76.05031,100,1867.028971,0.0
-66.967029,100,1872.620798,0.0
-61.474043,100,1878.46987,0.0
-102.717855,100,1884.21009,0.0
-123.113936,100,1889.958936,0.0
-112.687287,100,1895.313321,0.0
-108.525846,100,1900.692208,0.0
-35.481902,100,1906.517047,1.0
-294.340428,100,1916.268883,0.0
-70.449738,100,1922.25366,0.0
-172.581113,100,1929.732208,0.0
-44.793472,100,1936.004595,1.0
-70.709967,100,1942.120589,0.0
-65.383638,100,1948.103593,0.0
-93.027208,100,1955.062751,0.0
-94.052762,100,1961.657191,0.0
-135.67466,100,1968.895829,0.0
-78.890968,100,1975.150787,0.0
-71.366508,100,1981.628533,0.0
-74.732464,100,1987.929227,0.0
-84.23323,100,1994.255109,0.0
-23.868565,100,2000.941305,1.0
-178.437386,100,2010.520665,0.0
-70.828424,100,2017.822677,0.0
-70.78755,100,2027.352435,0.0
-68.829354,100,2033.94476,0.0
-64.200052,100,2040.432746,0.0
-62.350194,100,2046.978406,0.0
-58.228497,100,2054.21585,1.0
-62.926969,100,2061.547276,0.0
-86.714623,100,2072.517027,0.0
-65.243679,100,2080.18204,0.0
-64.184572,100,2088.267088,0.0
-48.459333,100,2095.650672,1.0
-54.638314,100,2103.532294,1.0
-109.978615,100,2110.532152,0.0
-66.659276,100,2121.253288,0.0
-65.661609,100,2131.909317,0.0
-60.617658,100,2139.515759,0.0
-56.168487,100,2146.732966,0.0
-62.566588,100,2156.321342,0.0
-108.188301,100,2162.195635,0.0
-61.989198,100,2171.42607,0.0
-55.46964,100,2221.637951,0.0
-63.604269,100,2227.587438,0.0
-51.897582,100,2233.202801,1.0
-48.534967,100,2238.842339,1.0
-38.69693,100,2247.47618,0.0
-55.877532,100,2255.940639,0.0
-57.862466,100,2264.468203,0.0
-63.72973,100,2269.751308,0.0
-61.371031,100,2275.500449,0.0
-58.774665,100,2280.669693,0.0
-58.243203,100,2285.842464,0.0
-58.859529,100,2290.987504,0.0
-71.495378,100,2296.94016,0.0
-72.536963,100,2302.579809,0.0
-89.907183,100,2311.13658,0.0
-70.579441,100,2319.500359,0.0
-65.717554,100,2327.872566,0.0
-57.106194,100,2336.312882,0.0
-46.18861,100,2344.712644,0.0
-100.831246,100,2350.008873,0.0
-99.690637,100,2355.614683,0.0
-82.564099,100,2361.079692,0.0
-34.479645,100,2369.432522,0.0
-43.663299,100,2377.916222,0.0
-41.90386,100,2383.027147,1.0
-44.972663,100,2388.467329,1.0
-46.426215,100,2393.428294,1.0
-52.956427,100,2398.541794,1.0
-61.787629,100,2403.423212,0.0
-45.777505,100,2408.515721,1.0
-71.263544,100,2413.465514,0.0
-68.231625,100,2418.476407,0.0
-58.521811,100,2423.381344,0.0
-61.060646,100,2428.367384,0.0
-68.362006,100,2433.215006,0.0
-55.295096,100,2438.173643,1.0
-91.911882,100,2443.093504,0.0
-109.958371,100,2447.933979,0.0
-57.486385,100,2453.177274,0.0
-68.970284,100,2458.985148,0.0
-73.580542,100,2464.23461,0.0
-71.666613,100,2469.980279,0.0
-86.741351,100,2475.54883,0.0
-65.222308,100,2481.204548,0.0
-69.863099,100,2486.848995,0.0
-90.352744,100,2492.425379,0.0
-91.634243,100,2498.172005,0.0
-86.174847,100,2504.272542,0.0
-72.184233,100,2510.421246,0.0
-92.247143,100,2516.260345,0.0
-67.867447,100,2522.524544,0.0
-75.444061,100,2529.281824,0.0
-88.210741,100,2535.746053,0.0
-63.587024,100,2542.171403,0.0
-86.145605,100,2549.354654,0.0
-111.582245,100,2559.641037,0.0
-111.634342,100,2570.077216,0.0
-78.586057,100,2577.280927,0.0
-50.34507,100,2584.846621,1.0
-50.670922,100,2592.66457,1.0
-48.864193,100,2600.845013,1.0
-87.433571,100,2611.785009,0.0
-129.040631,100,2623.485362,0.0
-45.384364,100,2631.501129,1.0
-52.011901,100,2640.283777,1.0
-61.621212,100,2650.033375,0.0
-59.623139,100,2659.025155,0.0
-60.713943,100,2667.173191,0.0
-59.489792,100,2675.49187,0.0
-58.096843,100,2683.940895,0.0
-54.969328,100,2692.328204,0.0
-74.435644,100,2701.061026,0.0
-62.297018,100,2710.513954,0.0
-57.51073,100,2718.668226,0.0
-72.976296,100,2728.031396,0.0
-60.090425,100,2739.143486,0.0
-56.691329,100,2749.596816,0.0
-66.779125,100,2759.000059,0.0
-63.753187,100,2769.070192,0.0
-52.488732,100,2779.265736,1.0
-53.83429,100,2788.126749,1.0
-89.526267,100,2797.390147,0.0
-55.08565,100,2806.277167,1.0
-49.805912,100,2815.205407,1.0
-50.537267,100,2823.059574,1.0
-51.168666,100,2830.30615,1.0
-56.514196,100,2836.818963,0.0
-49.980321,100,2843.37453,1.0
-47.22429,100,2849.965581,1.0
-44.783075,100,2856.549083,1.0
-47.881591,100,2862.781851,1.0
-51.073684,100,2869.020524,1.0
-46.966988,100,2875.212954,1.0
-82.042299,100,2881.258009,0.0
-40.176987,100,2887.937677,1.0
-72.917794,100,2894.037451,0.0
-45.222856,100,2900.398164,1.0
-47.517967,100,2906.572101,1.0
-59.021871,100,2912.315682,0.0
-56.525556,100,2917.97559,0.0
-59.43392,100,2952.390722,0.0
-99.40793,100,2957.475654,0.0
-94.621071,100,2962.481147,0.0
-73.856906,100,2967.514271,0.0
-66.398825,100,2972.600699,0.0
-65.164662,100,2981.112325,0.0
-100.893069,100,2985.976997,0.0
-75.955216,100,2991.037461,0.0
-49.647984,100,2999.76099,0.0
-51.358787,100,3009.493916,0.0
-63.13096,100,3016.146152,0.0
-98.881564,100,3024.417656,0.0
-69.15605,100,3033.098299,0.0
-48.914623,100,3044.317245,0.0
-37.321466,100,3052.029263,1.0
-63.678619,100,3063.949042,0.0
-62.873986,100,3075.328901,0.0
-64.12362,100,3083.43505,0.0
-34.90596,100,3094.244928,0.0
-59.015261,100,3103.967975,0.0
-58.334959,100,3112.823987,0.0
-59.027059,100,3118.583352,0.0
-34.058322,100,3123.686539,1.0
-66.025619,100,3132.144753,0.0
-45.48013,100,3140.480557,0.0
-24.02035,100,3145.701742,1.0
-107.187049,100,3150.515658,0.0
-155.687228,100,3158.956527,0.0
-98.282999,100,3167.408372,0.0
-87.304945,100,3175.952492,0.0
-88.387138,100,3184.542614,0.0
-41.871194,100,3190.006339,1.0
-32.427202,100,3195.419406,1.0
-71.887714,100,3204.020407,0.0
-75.726759,100,3212.652612,0.0
-99.304386,100,3217.629589,0.0
-57.314664,100,3222.938154,0.0
-71.979395,100,3232.156822,0.0
-41.421837,100,3241.33709,0.0
-74.102211,100,3251.168265,0.0
-64.935853,100,3261.058351,0.0
-72.291481,100,3270.764772,0.0
-107.441316,100,3276.640072,0.0
-66.54832,100,3286.680186,0.0
-61.622833,100,3296.396357,0.0
-44.784667,100,3305.656567,0.0
-32.265462,100,3314.159995,0.0
-41.705877,100,3322.612592,0.0
-44.96452,100,3331.012609,0.0
-54.428542,100,3339.46054,0.0
-106.984907,100,3344.18892,0.0
-75.184249,100,3352.796087,0.0
-72.698657,100,3361.048426,0.0
-208.94792,100,3369.260501,0.0
-25.900968,100,3377.408783,0.0
-76.540895,100,3385.640716,0.0
-178.725488,100,3393.904124,0.0
-73.991693,100,3402.091892,0.0
-149.088748,100,3410.324588,0.0
-69.702712,100,3418.551898,0.0
-43.447909,100,3426.832536,0.0
-100.259421,100,3435.040244,0.0
-269.313531,100,3442.852408,0.0
-55.624483,100,3450.78188,0.0
-90.72202,100,3458.84841,0.0
-36.875002,100,3466.791869,0.0
-51.111239,100,3474.992536,0.0
-30.998436,100,3479.888162,1.0
-27.415167,100,3484.805815,1.0
-52.154164,100,3492.86821,0.0
-36.358877,100,3500.936131,0.0
-51.715975,100,3509.180191,0.0
-40.643021,100,3517.380521,0.0
-38.625806,100,3525.548628,0.0
-43.507394,100,3533.688389,0.0
-42.82212,100,3541.900441,0.0
-25.104841,100,3546.956658,1.0
-25.649063,100,3551.955396,1.0
-41.961839,100,3560.120027,0.0
-43.80388,100,3568.45172,0.0
-41.600836,100,3576.664731,0.0
-22.655192,100,3581.79186,1.0
-46.588315,100,3590.020345,0.0
-45.300727,100,3598.120314,0.0
-41.66134,100,3606.292111,0.0
-30.124011,100,3611.284813,1.0
-41.90235,100,3619.371727,0.0
-35.11211,100,3627.468112,0.0
-37.172636,100,3635.555834,0.0
-36.688437,100,3643.604213,0.0
-51.811205,100,3651.751929,0.0
-43.867201,100,3659.85256,0.0
-44.349136,100,3667.919763,0.0
-28.531067,100,3675.980091,0.0
-35.678091,100,3684.056229,0.0
-29.478611,100,3692.216521,0.0
-37.703616,100,3700.312239,0.0
-26.636512,100,3708.376048,0.0
-29.352838,100,3716.440407,0.0
-24.028971,100,3724.544697,0.0
-26.834904,100,3788.671871,0.0
-33.879889,100,3793.613318,1.0
-27.868639,100,3801.720613,0.0
-31.986031,100,3809.801566,0.0
-33.775183,100,3814.751049,1.0
-36.906355,100,3822.824077,0.0
-38.979683,100,3830.936217,0.0
-45.557432,100,3839.053609,0.0
-53.192055,100,3847.095804,0.0
-52.119735,100,3855.088103,0.0
-48.293884,100,3863.044174,0.0
-32.861807,100,3871.052448,0.0
-41.027797,100,3879.139926,0.0
-29.576193,100,3887.22825,0.0
-30.176572,100,3895.220409,0.0
-32.255776,100,3903.208014,0.0
-40.275686,100,3911.26807,0.0
-35.123138,100,3916.189796,1.0
-38.477657,100,3924.172483,0.0
-40.156776,100,3929.098918,1.0
-36.577019,100,3933.9251,1.0
-42.858625,100,3938.837634,1.0
-64.898596,100,3946.852158,0.0
-58.023222,100,3954.896102,0.0
-58.483343,100,3962.860672,0.0
-63.527165,100,3970.907708,0.0
-64.016391,100,3978.872159,0.0
-54.777325,100,3983.787149,0.0
-42.674665,100,3991.732216,0.0
-188.108616,100,3999.879969,0.0
-136.979559,100,4007.892574,0.0
-64.351701,100,4013.35148,0.0
-39.75454,100,4018.23017,1.0
-38.254505,100,4026.164559,0.0
-59.898369,100,4034.228407,0.0
-38.699277,100,4039.365638,1.0
-218.752197,100,4047.548916,0.0
-33.1913,100,4054.907023,1.0
-28.9618,100,4063.144186,0.0
-107.170365,100,4071.444283,0.0
-42.442282,100,4077.979002,1.0
-71.280647,100,4083.544991,0.0
-62.108443,100,4089.10359,0.0
-55.049177,100,4095.108854,0.0
-71.640819,100,4101.089965,0.0
-29.936783,100,4110.552254,0.0
-71.801374,100,4116.218857,0.0
-79.858049,100,4121.839913,0.0
-26.825385,100,4131.224559,0.0
-97.882238,100,4136.897794,0.0
-80.469916,100,4142.987363,0.0
-28.482001,100,4152.844199,0.0
-104.900118,100,4163.224859,0.0
-28.714703,100,4169.719791,1.0
-61.889457,100,4179.692415,0.0
-109.601302,100,4189.936829,0.0
-36.037111,100,4199.848124,0.0
-36.936501,100,4209.056304,0.0
-36.615555,100,4217.4404,0.0
-31.917091,100,4225.868218,0.0
-32.207436,100,4234.360654,0.0
-26.430004,100,4242.792819,0.0
-49.693138,100,4248.049201,1.0
-33.316022,100,4256.351821,0.0
-35.521441,100,4264.515859,0.0
-33.57536,100,4272.704727,0.0
-47.493161,100,4277.908647,1.0
-31.493625,100,4286.152778,0.0
-30.818612,100,4291.122328,1.0
-37.928486,100,4296.13637,1.0
-82.380248,100,4304.324826,0.0
-30.396965,100,4309.386812,1.0
-39.813504,100,4314.36035,1.0
-78.694039,100,4322.560434,0.0
-25.574864,100,4330.76052,0.0
-72.052798,100,4339.227808,0.0
-28.079408,100,4347.356848,0.0
-56.623594,100,4352.156754,0.0
-28.344237,100,4360.30029,0.0
-69.600727,100,4368.480123,0.0
-29.964336,100,4373.405568,1.0
-33.053762,100,4378.315152,1.0
-25.434072,100,4386.448462,0.0
-29.567621,100,4394.579951,0.0
-34.697406,100,4399.50984,1.0
-33.526871,100,4404.426875,1.0
-36.263415,100,4409.33565,1.0
-39.961317,100,4414.181055,1.0
-39.649047,100,4419.145613,1.0
-32.796982,100,4424.161248,1.0
-34.541069,100,4429.049628,1.0
-47.876173,100,4434.116003,1.0
-44.134487,100,4439.176131,1.0
-49.371287,100,4444.396532,1.0
-53.02967,100,4449.775477,1.0
-36.40026,100,4455.24579,1.0
-43.963178,100,4460.74128,1.0
-60.362581,100,4466.128232,0.0
-54.757816,100,4471.482331,0.0
-80.506297,100,4476.736028,0.0
-63.243141,100,4509.962085,0.0
-60.627705,100,4515.028308,0.0
-73.903733,100,4520.073136,0.0
-36.736679,100,4525.269995,1.0
-62.061521,100,4530.490701,0.0
-68.270211,100,4535.560882,0.0
-64.970356,100,4540.615221,0.0
-74.241078,100,4545.591317,0.0
-58.79667,100,4550.895864,0.0
-31.392427,100,4556.16431,1.0
-62.45512,100,4561.180108,0.0
-70.525346,100,4566.007101,0.0
-66.251876,100,4570.867486,0.0
-66.55168,100,4575.647712,0.0
-68.672514,100,4580.405208,0.0
-69.195535,100,4585.151189,0.0
-69.369417,100,4589.92875,0.0
-72.112798,100,4594.704972,0.0
-59.768845,100,4599.595535,0.0
-70.87751,100,4604.329294,0.0
-71.399795,100,4609.078964,0.0
-64.968223,100,4614.140363,0.0
-69.673638,100,4618.908925,0.0
-68.754448,100,4623.647654,0.0
-73.036126,100,4628.431096,0.0
-75.055126,100,4633.171242,0.0
-85.038463,100,4637.834529,0.0
-63.416505,100,4642.976526,0.0
-80.818062,100,4647.706665,0.0
-88.161385,100,4652.547091,0.0
-69.209216,100,4657.410946,0.0
-65.678624,100,4662.230796,0.0
-82.515086,100,4667.138583,0.0
-54.799515,100,4672.246719,0.0
-63.535721,100,4677.299537,0.0
-65.032107,100,4682.406687,0.0
-47.326227,100,4687.580216,1.0
-54.317189,100,4692.647032,1.0
-46.152,100,4697.795676,1.0
-72.595231,100,4703.089963,0.0
-64.101553,100,4708.160617,0.0
-63.617193,100,4713.229281,0.0
-64.58026,100,4718.297363,0.0
-75.046865,100,4723.452236,0.0
-58.601882,100,4728.608458,0.0
-54.20414,100,4734.043359,1.0
-89.648262,100,4739.09134,0.0
-55.060533,100,4744.183769,0.0
-46.347412,100,4749.398259,1.0
-53.792053,100,4754.680854,1.0
-85.865496,100,4759.736073,0.0
-44.648461,100,4765.135889,1.0
-47.8905,100,4770.54691,1.0
-67.084231,100,4775.845856,0.0
-48.151756,100,4781.276469,1.0
-60.827985,100,4786.660918,0.0
-58.422165,100,4792.184969,0.0
-47.024222,100,4797.677999,1.0
-54.383775,100,4803.263412,1.0
-53.015288,100,4808.713294,1.0
-82.324239,100,4814.186717,0.0
-30.05576,100,4822.921749,0.0
-24.736401,100,4831.704608,0.0
-29.640237,100,4840.364355,0.0
-75.105658,100,4845.542751,0.0
-71.594664,100,4850.82206,0.0
-73.382314,100,4855.943199,0.0
-72.832014,100,4861.152865,0.0
-70.345137,100,4866.507486,0.0
-100.148876,100,4871.774653,0.0
-61.687494,100,4876.925456,0.0
-113.39061,100,4881.985164,0.0
-72.074684,100,4886.938645,0.0
-92.821633,100,4891.895352,0.0
-57.252347,100,4896.880851,0.0
-81.609399,100,4901.786458,0.0
-873.254345,100,4910.088612,0.0
-40.938101,100,4918.236328,0.0
-96.956199,100,4923.242875,0.0
-100.999937,100,4931.496651,0.0
-58.661435,100,4936.455582,0.0
-94.601376,100,4944.648401,0.0
-813.0216,100,4952.872716,0.0
-59.377245,100,4957.865385,0.0
-727.150672,100,4966.083883,0.0
-792.515608,100,4974.268766,0.0
-802.149217,100,4982.472806,0.0
-817.069417,100,4990.648024,0.0
-28.29964,100,4998.868143,0.0
-95.723685,100,5004.021707,0.0
-805.582569,100,5012.208402,0.0
-800.223779,100,5020.374005,0.0
-34.276293,100,5028.560648,0.0
-33.437143,100,5037.040539,0.0
-789.090208,100,5045.24811,0.0
-52.217645,100,5053.431819,0.0
-763.285381,100,5061.620679,0.0
-745.10409,100,5069.848246,0.0
-827.827875,100,5078.035874,0.0
-773.766756,100,5086.40464,0.0
-64.321542,100,5153.080075,0.0
-282.512574,100,5161.264165,0.0
-716.477105,100,5169.448419,0.0
-644.816801,100,5177.703724,0.0
-433.814469,100,5185.948217,0.0
-697.360661,100,5194.144234,0.0
-704.025457,100,5202.396588,0.0
-499.605116,100,5210.656126,0.0
-435.280037,100,5218.924807,0.0
-601.330222,100,5227.22466,0.0
-74.014889,100,5232.087014,0.0
-441.127906,100,5240.612942,0.0
-475.139027,100,5249.412456,0.0
-223.780239,100,5258.389127,0.0
-290.286358,100,5267.449206,0.0
-210.745976,100,5276.488901,0.0
-437.38981,100,5285.773301,0.0
-512.84023,100,5294.956436,0.0
-70.32408,100,5300.697223,0.0
-196.829761,100,5310.229088,0.0
-433.058936,100,5319.705085,0.0
-332.052615,100,5329.372584,0.0
-146.193565,100,5338.928988,0.0
-90.563611,100,5345.462767,0.0
-274.413505,100,5355.533273,0.0
-290.711011,100,5365.733222,0.0
-453.439414,100,5375.820863,0.0
-400.656209,100,5385.51668,0.0
-90.308044,100,5391.114218,0.0
-87.154834,100,5396.909586,0.0
-79.315787,100,5402.466136,0.0
-229.959754,100,5411.480599,0.0
-217.17361,100,5420.351974,0.0
-145.985793,100,5429.188176,0.0
-145.824349,100,5437.988035,0.0
-106.2403,100,5446.756412,0.0
-100.529431,100,5455.676518,0.0
-109.920578,100,5464.832138,0.0
-102.218573,100,5474.095961,0.0
-118.207287,100,5483.048933,0.0
-116.297289,100,5492.432956,0.0
-110.939726,100,5501.952966,0.0
-403.999339,100,5511.694663,0.0
-249.280753,100,5522.176875,0.0
-375.136586,100,5531.973094,0.0
-154.271759,100,5541.792887,0.0
-70.976966,100,5547.926837,0.0
-303.060008,100,5557.620859,0.0
-272.640501,100,5567.309009,0.0
-160.84144,100,5576.824098,0.0
-80.044476,100,5583.153257,0.0
-181.902035,100,5593.216876,0.0
-78.872369,100,5599.054102,0.0
-187.781695,100,5608.184764,0.0
-190.423616,100,5617.796108,0.0
-189.885055,100,5627.392848,0.0
-351.98419,100,5636.728666,0.0
-90.822349,100,5642.464556,0.0
-278.365102,100,5651.932147,0.0
-222.290955,100,5662.477006,0.0
-232.015011,100,5673.076355,0.0
-202.858124,100,5683.353667,0.0
-263.012132,100,5695.413694,0.0
-62.997358,100,5703.00598,0.0
-228.760897,100,5713.944726,0.0
-93.059594,100,5722.067678,0.0
-69.55288,100,5734.137809,0.0
-80.546692,100,5745.892706,0.0
-76.337899,100,5756.832871,0.0
-68.958366,100,5767.653099,0.0
-73.966025,100,5778.581292,0.0
-68.166679,100,5789.401264,0.0
-66.151175,100,5798.8516,0.0
-66.472828,100,5808.456372,0.0
-57.375366,100,5814.610326,0.0
-66.669336,100,5823.312571,0.0
-69.001093,100,5832.076785,0.0
-70.71374,100,5840.736226,0.0
-72.273449,100,5849.472662,0.0
-69.756491,100,5858.175755,0.0
