#{"t_start": 1613649031.465827, "env_id": "dVRLReach-v0"}
r,l,t
-30.0,30,4.443557
-30.0,30,5.139045
-30.0,30,5.831346
-30.0,30,6.515117
-30.0,30,7.199219
-30.0,30,7.899507
-30.0,30,8.589843
-30.0,30,9.292903
-30.0,30,9.989967
-30.0,30,10.702646
-30.0,30,11.432205
-30.0,30,12.128933
-30.0,30,12.830172
-30.0,30,13.553803
-30.0,30,14.261971
-30.0,30,14.944665
-30.0,30,15.653834
-30.0,30,16.330349
-30.0,30,17.036389
-30.0,30,17.766113
-30.0,30,18.491688
-30.0,30,19.209744
-30.0,30,19.919771
-30.0,30,20.662006
-30.0,30,21.388457
-30.0,30,22.13746
-30.0,30,22.848112
-30.0,30,23.590595
-30.0,30,24.296254
-30.0,30,25.05931
-30.0,30,25.799976
-30.0,30,26.552627
-30.0,30,27.303262
-30.0,30,28.987237
-30.0,30,31.135402
-30.0,30,33.111999
-30.0,30,35.091873
-30.0,30,37.194557
-30.0,30,39.165339
-30.0,30,41.23179
-30.0,30,43.221745
-30.0,30,45.297262
-30.0,30,47.426835
-30.0,30,49.4909
-30.0,30,51.598711
-30.0,30,53.81166
-30.0,30,55.824904
-30.0,30,57.879076
-30.0,30,59.927255
-30.0,30,62.039596
-30.0,30,64.060814
-30.0,30,66.077954
-30.0,30,68.286265
-30.0,30,70.283716
-30.0,30,72.472316
-30.0,30,74.573735
-30.0,30,76.795504
-30.0,30,78.985532
-30.0,30,81.521209
-30.0,30,84.410474
-30.0,30,87.085653
-30.0,30,89.701568
-30.0,30,92.474785
-30.0,30,95.060267
-30.0,30,97.941998
-30.0,30,100.471666
-30.0,30,103.119389
-30.0,30,105.735552
-30.0,30,108.575304
-30.0,30,111.440112
-30.0,30,114.23145
-30.0,30,117.185865
-30.0,30,120.364338
-30.0,30,123.618309
-30.0,30,126.730794
-30.0,30,130.147874
-30.0,30,133.385323
-30.0,30,136.655872
-30.0,30,140.088378
-25.0,30,143.751223
-30.0,30,147.584455
-30.0,30,151.610836
-16.0,30,155.38929
-30.0,30,159.046137
-30.0,30,162.638706
-30.0,30,166.384405
-30.0,30,169.668124
-6.0,30,173.825273
-30.0,30,177.900902
-10.0,30,181.56167
-30.0,30,185.103951
-30.0,30,188.215268
-30.0,30,191.718451
-30.0,30,194.808722
-30.0,30,198.096447
-30.0,30,201.805192
-30.0,30,205.119423
-30.0,30,208.317225
-30.0,30,211.971145
-30.0,30,215.213162
-30.0,30,218.441158
-30.0,30,221.760312
-30.0,30,224.813143
-30.0,30,228.241953
-30.0,30,231.439539
-8.0,30,234.559527
-30.0,30,237.717878
-30.0,30,240.879719
-30.0,30,244.073353
-30.0,30,247.284013
-3.0,30,250.584374
-30.0,30,253.783326
-30.0,30,257.057528
-30.0,30,260.149461
-30.0,30,263.278795
-30.0,30,266.585313
-5.0,30,269.969182
-30.0,30,273.448923
-30.0,30,276.613096
-30.0,30,279.757649
-30.0,30,282.960419
-30.0,30,286.047264
-30.0,30,289.093825
-10.0,30,292.518311
-6.0,30,296.089437
-30.0,30,299.046026
-30.0,30,302.308924
-30.0,30,305.273822
-30.0,30,308.113614
-5.0,30,311.167378
-30.0,30,314.161535
-6.0,30,317.151453
-30.0,30,320.291541
-30.0,30,323.073424
-30.0,30,326.248367
-4.0,30,329.282294
-5.0,30,331.984526
-5.0,30,335.113544
-30.0,30,338.070595
-30.0,30,340.810277
-8.0,30,343.920973
-30.0,30,346.691683
-9.0,30,349.398498
-30.0,30,352.293393
-30.0,30,355.254099
-10.0,30,358.157295
-30.0,30,360.915118
-30.0,30,364.053635
-30.0,30,366.943827
-8.0,30,369.858568
-30.0,30,372.978299
-5.0,30,375.860126
-30.0,30,378.527179
-13.0,30,381.247398
-30.0,30,384.033461
-30.0,30,386.790037
-7.0,30,389.716795
-30.0,30,392.421111
-7.0,30,395.481911
-12.0,30,398.100162
-30.0,30,400.782095
-30.0,30,403.628219
-30.0,30,406.443059
-30.0,30,409.258818
-30.0,30,411.949963
-3.0,30,414.553697
-30.0,30,417.254297
-30.0,30,419.922169
-8.0,30,422.755424
-30.0,30,425.396947
-30.0,30,428.113255
-7.0,30,430.961328
-8.0,30,433.600862
-30.0,30,436.203786
-30.0,30,438.928868
-30.0,30,441.564678
-10.0,30,444.185009
-30.0,30,446.833462
-18.0,30,449.452052
-13.0,30,452.282199
-8.0,30,455.004097
-8.0,30,457.942866
-30.0,30,460.585334
-30.0,30,463.193737
-30.0,30,465.962317
-26.0,30,468.492738
-30.0,30,471.150773
-5.0,30,473.77719
-30.0,30,476.479096
-11.0,30,479.060096
-30.0,30,481.889606
-6.0,30,484.50808
-30.0,30,487.425364
-8.0,30,490.429394
-30.0,30,493.223596
-14.0,30,496.176966
-30.0,30,498.840955
-10.0,30,501.456401
-9.0,30,504.396664
-30.0,30,506.984492
-9.0,30,510.092169
-24.0,30,512.855262
-9.0,30,515.705153
-30.0,30,518.270197
-30.0,30,520.877106
-30.0,30,523.452868
-30.0,30,526.088926
-30.0,30,528.888175
-7.0,30,531.837093
-30.0,30,534.545259
-30.0,30,536.996225
-30.0,30,539.732884
-30.0,30,542.292781
-30.0,30,544.93684
-7.0,30,547.60293
-30.0,30,550.421661
-9.0,30,553.07443
-6.0,30,555.83895
-30.0,30,558.453347
-7.0,30,561.286953
-30.0,30,563.954531
-30.0,30,566.693718
-8.0,30,569.460335
-30.0,30,572.320123
-30.0,30,575.186817
-30.0,30,577.80374
-30.0,30,580.546703
-30.0,30,583.36518
-9.0,30,586.34327
-30.0,30,589.122558
-30.0,30,591.849105
-7.0,30,594.783353
-8.0,30,597.414843
-12.0,30,600.395196
-30.0,30,602.929348
-7.0,30,605.728755
-6.0,30,608.636796
-30.0,30,611.374984
-13.0,30,614.288263
-30.0,30,616.951449
-30.0,30,619.674286
-30.0,30,622.320227
-30.0,30,625.267748
-30.0,30,627.883028
-30.0,30,630.525642
-13.0,30,633.154484
-4.0,30,635.70451
-30.0,30,638.670314
-30.0,30,641.34287
-10.0,30,644.25761
