#{"t_start": 1614187358.8486652, "env_id": "dVRLReach-v0"}
r,l,t,is_success
-13.0,30,951.389988,1.0
-8.0,30,952.513177,1.0
-30.0,30,953.61681,0.0
-13.0,30,954.683076,1.0
-30.0,30,955.75747,0.0
-30.0,30,956.838899,0.0
-5.0,30,957.914922,1.0
-30.0,30,958.977968,0.0
-12.0,30,960.044088,1.0
-5.0,30,961.106834,1.0
-30.0,30,962.174112,0.0
-30.0,30,963.246372,0.0
-30.0,30,964.339515,0.0
-26.0,30,965.403754,0.0
-21.0,30,966.472577,0.0
-9.0,30,967.533736,1.0
-11.0,30,968.608222,1.0
-6.0,30,969.767484,1.0
-30.0,30,970.872931,0.0
-30.0,30,971.929024,0.0
-7.0,30,973.052959,1.0
-15.0,30,974.137106,1.0
-30.0,30,975.245337,0.0
-30.0,30,976.347807,0.0
-30.0,30,977.429981,0.0
-30.0,30,978.513975,0.0
-30.0,30,979.590236,0.0
-8.0,30,980.704269,1.0
-30.0,30,981.75929,0.0
-7.0,30,982.819204,1.0
-9.0,30,983.912556,1.0
-6.0,30,984.977236,1.0
-30.0,30,986.043412,0.0
-30.0,30,987.103868,0.0
-8.0,30,988.152188,1.0
-30.0,30,989.240116,0.0
-30.0,30,990.318801,0.0
-30.0,30,991.380764,0.0
-4.0,30,992.458961,1.0
-6.0,30,993.553127,1.0
-30.0,30,994.601876,0.0
-30.0,30,995.666366,0.0
-5.0,30,996.748174,1.0
-8.0,30,997.812282,1.0
-30.0,30,998.870409,0.0
-4.0,30,999.922946,1.0
-30.0,30,1000.982648,0.0
-30.0,30,1002.031978,0.0
-30.0,30,1003.08744,0.0
-30.0,30,1004.150359,0.0
-30.0,30,1005.214228,0.0
-10.0,30,1006.279253,1.0
-7.0,30,1007.33821,1.0
-30.0,30,1008.394485,0.0
-30.0,30,1009.446063,0.0
-13.0,30,1010.523281,1.0
-30.0,30,1011.582987,0.0
-30.0,30,1012.639557,0.0
-30.0,30,1013.693512,0.0
-13.0,30,1014.759634,1.0
-8.0,30,1015.845412,1.0
-7.0,30,1016.912704,1.0
-14.0,30,1017.988109,1.0
-30.0,30,1019.051148,0.0
-8.0,30,1020.102592,1.0
-30.0,30,1021.156526,0.0
-30.0,30,1022.216878,0.0
-30.0,30,1023.271829,0.0
-9.0,30,1024.321519,1.0
-3.0,30,1025.365006,1.0
-30.0,30,1026.42181,0.0
-11.0,30,1027.502147,1.0
-30.0,30,1028.549856,0.0
-30.0,30,1029.603532,0.0
-30.0,30,1030.649301,0.0
-5.0,30,1031.718817,1.0
-10.0,30,1032.8186,1.0
-30.0,30,1033.877022,0.0
-30.0,30,1034.952491,0.0
-9.0,30,1036.024432,1.0
-16.0,30,1037.083802,1.0
-10.0,30,1038.204516,1.0
-30.0,30,1039.301634,0.0
-8.0,30,1040.360175,1.0
-6.0,30,1041.423534,1.0
-30.0,30,1042.49611,0.0
-30.0,30,1043.606675,0.0
-3.0,30,1044.661704,1.0
-30.0,30,1045.706422,0.0
-5.0,30,1046.75319,1.0
-30.0,30,1047.82849,0.0
-30.0,30,1048.866776,0.0
-30.0,30,1049.922625,0.0
-5.0,30,1051.033052,1.0
-5.0,30,1052.102849,1.0
-30.0,30,1053.164813,0.0
-12.0,30,1054.226894,1.0
-7.0,30,1055.287624,1.0
-30.0,30,1056.356532,0.0
-11.0,30,1057.423062,1.0
-9.0,30,1058.498597,1.0
-15.0,30,1059.551013,1.0
-30.0,30,1060.606405,0.0
-30.0,30,1061.692035,0.0
-30.0,30,1062.753398,0.0
-30.0,30,1063.81662,0.0
-4.0,30,1064.871119,1.0
-10.0,30,1065.953179,1.0
-7.0,30,1066.997485,1.0
-10.0,30,1068.046847,1.0
-30.0,30,1069.102884,0.0
-30.0,30,1070.158131,0.0
-30.0,30,1071.219575,0.0
-30.0,30,1072.301992,0.0
-7.0,30,1073.347565,1.0
-30.0,30,1074.405762,0.0
-4.0,30,1075.467602,1.0
-11.0,30,1076.523498,1.0
-30.0,30,1077.577195,0.0
-30.0,30,1078.644209,0.0
-10.0,30,1079.726877,1.0
-9.0,30,1080.794642,1.0
-7.0,30,1081.911466,1.0
-9.0,30,1083.00844,1.0
-30.0,30,1084.072674,0.0
-30.0,30,1085.136664,0.0
-30.0,30,1086.186265,0.0
-8.0,30,1087.244379,1.0
-30.0,30,1088.308364,0.0
-30.0,30,1089.366654,0.0
-11.0,30,1090.437184,1.0
-30.0,30,1091.521139,0.0
-7.0,30,1092.565686,1.0
-8.0,30,1093.668414,1.0
-30.0,30,1094.723801,0.0
-6.0,30,1095.777929,1.0
-10.0,30,1096.854741,1.0
-4.0,30,1104.818984,1.0
-8.0,30,1105.867919,1.0
-30.0,30,1106.929979,0.0
-23.0,30,1107.991836,0.0
-9.0,30,1109.057432,1.0
-30.0,30,1110.11684,0.0
-30.0,30,1111.178258,0.0
-30.0,30,1112.245119,0.0
-3.0,30,1113.306697,1.0
-9.0,30,1114.365077,1.0
-10.0,30,1115.41598,1.0
-30.0,30,1116.490068,0.0
-11.0,30,1117.571749,1.0
-30.0,30,1118.622274,0.0
-5.0,30,1119.675486,1.0
-30.0,30,1120.74105,0.0
-30.0,30,1121.813865,0.0
-7.0,30,1122.870927,1.0
-7.0,30,1123.925722,1.0
-6.0,30,1124.970498,1.0
-7.0,30,1126.030235,1.0
-30.0,30,1127.086641,0.0
-30.0,30,1128.139869,0.0
-30.0,30,1129.217958,0.0
-6.0,30,1130.284121,1.0
-30.0,30,1131.357408,0.0
-11.0,30,1132.432261,1.0
-2.0,30,1133.481872,1.0
-30.0,30,1134.544438,0.0
-9.0,30,1135.647251,1.0
-30.0,30,1136.761463,0.0
-30.0,30,1137.821194,0.0
-30.0,30,1138.878637,0.0
-30.0,30,1139.941134,0.0
-7.0,30,1140.996717,1.0
-30.0,30,1142.059974,0.0
-30.0,30,1143.10758,0.0
-7.0,30,1144.18254,1.0
-30.0,30,1145.246088,0.0
-30.0,30,1146.307876,0.0
-30.0,30,1147.363121,0.0
-30.0,30,1148.430347,0.0
-7.0,30,1149.481586,1.0
-30.0,30,1150.542322,0.0
-30.0,30,1151.60677,0.0
-30.0,30,1152.699613,0.0
-30.0,30,1153.761183,0.0
-30.0,30,1154.825102,0.0
-30.0,30,1155.887347,0.0
-7.0,30,1156.959645,1.0
-6.0,30,1158.025531,1.0
-10.0,30,1159.138316,1.0
-30.0,30,1160.221115,0.0
-4.0,30,1161.326347,1.0
-30.0,30,1162.386069,0.0
-30.0,30,1163.487224,0.0
-30.0,30,1164.580249,0.0
-4.0,30,1165.63053,1.0
-30.0,30,1166.690568,0.0
-30.0,30,1167.749004,0.0
-30.0,30,1168.799771,0.0
-9.0,30,1169.880964,1.0
-30.0,30,1170.963912,0.0
-30.0,30,1172.061721,0.0
-30.0,30,1173.120965,0.0
-30.0,30,1174.235513,0.0
-30.0,30,1175.315983,0.0
-30.0,30,1176.382927,0.0
-30.0,30,1177.475855,0.0
-30.0,30,1178.567293,0.0
-30.0,30,1179.612747,0.0
-30.0,30,1180.655899,0.0
-30.0,30,1181.696418,0.0
-15.0,30,1182.752548,1.0
-8.0,30,1183.79197,1.0
-6.0,30,1184.836143,1.0
-30.0,30,1185.876966,0.0
-7.0,30,1186.935778,1.0
-30.0,30,1187.982831,0.0
-30.0,30,1189.09845,0.0
-8.0,30,1190.15817,1.0
-30.0,30,1191.190563,0.0
-7.0,30,1192.233552,1.0
-7.0,30,1193.264671,1.0
-8.0,30,1194.332725,1.0
-9.0,30,1195.401021,1.0
-30.0,30,1196.468313,0.0
-30.0,30,1197.507382,0.0
-30.0,30,1198.569496,0.0
-30.0,30,1199.61899,0.0
-6.0,30,1200.658568,1.0
-30.0,30,1201.697381,0.0
-4.0,30,1202.741862,1.0
-30.0,30,1203.780218,0.0
-30.0,30,1204.809595,0.0
-30.0,30,1205.875228,0.0
-12.0,30,1206.921448,1.0
-30.0,30,1207.9959,0.0
-30.0,30,1209.03414,0.0
-30.0,30,1210.076921,0.0
-30.0,30,1211.139237,0.0
-7.0,30,1212.202902,1.0
-30.0,30,1213.246626,0.0
-30.0,30,1214.293448,0.0
-11.0,30,1215.34254,1.0
-30.0,30,1216.429531,0.0
-9.0,30,1217.512774,1.0
-8.0,30,1218.58008,1.0
-30.0,30,1219.641981,0.0
-4.0,30,1220.679351,1.0
-30.0,30,1221.723828,0.0
-6.0,30,1222.795151,1.0
-11.0,30,1223.969398,1.0
-30.0,30,1225.059225,0.0
-6.0,30,1226.156647,1.0
-30.0,30,1227.21566,0.0
-30.0,30,1228.289059,0.0
-30.0,30,1229.352741,0.0
-30.0,30,1230.430212,0.0
-8.0,30,1231.499187,1.0
-30.0,30,1232.559016,0.0
-30.0,30,1233.613443,0.0
-8.0,30,1234.66043,1.0
-7.0,30,1235.766229,1.0
-30.0,30,1236.841139,0.0
-30.0,30,1237.905216,0.0
-30.0,30,1238.992999,0.0
-30.0,30,1240.054322,0.0
-6.0,30,1241.124918,1.0
-7.0,30,1242.190819,1.0
-30.0,30,1243.271404,0.0
-30.0,30,1244.352078,0.0
-30.0,30,1245.438473,0.0
-30.0,30,1246.530081,0.0
-6.0,30,1247.684707,1.0
-30.0,30,1248.757878,0.0
-30.0,30,1249.83654,0.0
-3.0,30,1250.954313,1.0
-30.0,30,1252.046861,0.0
-30.0,30,1253.129062,0.0
-9.0,30,1254.191727,1.0
-14.0,30,1255.288904,1.0
-30.0,30,1256.372457,0.0
-30.0,30,1257.445124,0.0
-30.0,30,1258.527424,0.0
-9.0,30,1259.639561,1.0
-30.0,30,1260.720605,0.0
-30.0,30,1261.803774,0.0
-30.0,30,1262.870114,0.0
-12.0,30,1263.944784,1.0
-6.0,30,1265.053433,1.0
-8.0,30,1266.213251,1.0
-4.0,30,1267.312462,1.0
-30.0,30,1268.411669,0.0
-30.0,30,1269.515552,0.0
-30.0,30,1270.649241,0.0
-30.0,30,1271.835297,0.0
-30.0,30,1273.080173,0.0
-30.0,30,1274.233141,0.0
-30.0,30,1275.374176,0.0
-6.0,30,1276.510253,1.0
-8.0,30,1277.686143,1.0
-30.0,30,1278.821137,0.0
-30.0,30,1279.966996,0.0
-30.0,30,1281.118275,0.0
-30.0,30,1282.318338,0.0
-8.0,30,1283.458083,1.0
-6.0,30,1284.599312,1.0
-30.0,30,1285.827322,0.0
-30.0,30,1286.962016,0.0
-8.0,30,1288.104487,1.0
-30.0,30,1289.22846,0.0
-5.0,30,1290.417959,1.0
-7.0,30,1291.667027,1.0
-9.0,30,1292.802067,1.0
-30.0,30,1293.937632,0.0
-6.0,30,1295.153186,1.0
-30.0,30,1296.333798,0.0
-30.0,30,1297.455883,0.0
-30.0,30,1298.593005,0.0
-30.0,30,1299.726919,0.0
-9.0,30,1300.910913,1.0
-30.0,30,1302.109514,0.0
-8.0,30,1303.244182,1.0
-8.0,30,1304.375838,1.0
-9.0,30,1305.595632,1.0
-30.0,30,1306.832467,0.0
-12.0,30,1308.071312,1.0
-8.0,30,1309.200471,1.0
-5.0,30,1310.33863,1.0
-30.0,30,1311.472152,0.0
-30.0,30,1312.607685,0.0
-30.0,30,1313.741423,0.0
-6.0,30,1314.87739,1.0
-30.0,30,1316.03462,0.0
-5.0,30,1317.173872,1.0
-30.0,30,1318.395162,0.0
-5.0,30,1319.571196,1.0
-30.0,30,1320.720499,0.0
-30.0,30,1321.89131,0.0
-30.0,30,1323.024767,0.0
-30.0,30,1324.207631,0.0
-30.0,30,1325.414796,0.0
-30.0,30,1326.582731,0.0
-30.0,30,1327.713453,0.0
-30.0,30,1328.823883,0.0
-30.0,30,1329.961173,0.0
-3.0,30,1331.067938,1.0
-30.0,30,1332.255891,0.0
-30.0,30,1333.389814,0.0
-30.0,30,1334.505148,0.0
-11.0,30,1335.620323,1.0
-30.0,30,1336.735335,0.0
-30.0,30,1337.858189,0.0
-6.0,30,1338.964796,1.0
-30.0,30,1340.093373,0.0
-30.0,30,1341.216135,0.0
-9.0,30,1342.325838,1.0
-14.0,30,1343.487633,1.0
-7.0,30,1344.581244,1.0
-30.0,30,1345.682881,0.0
-30.0,30,1346.804237,0.0
-30.0,30,1347.934415,0.0
-30.0,30,1349.089673,0.0
-30.0,30,1350.191677,0.0
-9.0,30,1351.279071,1.0
-6.0,30,1352.38602,1.0
-12.0,30,1353.487767,1.0
-30.0,30,1354.596594,0.0
-12.0,30,1355.726497,1.0
-14.0,30,1356.847003,1.0
-30.0,30,1357.948989,0.0
-9.0,30,1359.050274,1.0
-11.0,30,1360.145024,1.0
-5.0,30,1361.237193,1.0
-9.0,30,1362.341069,1.0
-30.0,30,1363.437745,0.0
-8.0,30,1364.528772,1.0
-30.0,30,1365.660104,0.0
-12.0,30,1366.818803,1.0
-7.0,30,1367.957343,1.0
-30.0,30,1369.0704,0.0
-30.0,30,1370.19769,0.0
-30.0,30,1371.317645,0.0
-10.0,30,1372.40904,1.0
-11.0,30,1373.553932,1.0
-7.0,30,1374.69098,1.0
-30.0,30,1375.808803,0.0
-30.0,30,1376.896451,0.0
-29.0,30,1377.985523,1.0
-5.0,30,1379.075059,1.0
-8.0,30,1380.166539,1.0
-30.0,30,1381.261943,0.0
-30.0,30,1382.360192,0.0
-30.0,30,1383.497589,0.0
-13.0,30,1384.590734,1.0
-30.0,30,1385.713283,0.0
-19.0,30,1386.802713,1.0
-30.0,30,1387.908721,0.0
-30.0,30,1389.011098,0.0
-13.0,30,1390.155624,1.0
-30.0,30,1391.2479,0.0
-30.0,30,1392.34047,0.0
-6.0,30,1393.412793,1.0
-30.0,30,1394.505612,0.0
-30.0,30,1395.577959,0.0
-5.0,30,1396.67617,1.0
-30.0,30,1397.758624,0.0
-30.0,30,1398.913762,0.0
-30.0,30,1399.988325,0.0
-30.0,30,1401.054356,0.0
-9.0,30,1402.163943,1.0
-8.0,30,1403.260656,1.0
-8.0,30,1404.332456,1.0
-22.0,30,1405.448889,0.0
-30.0,30,1406.557549,0.0
-30.0,30,1407.637014,0.0
-30.0,30,1408.753763,0.0
-30.0,30,1409.824728,0.0
-10.0,30,1410.96605,1.0
-8.0,30,1412.044408,1.0
-30.0,30,1413.141421,0.0
-7.0,30,1414.265293,1.0
-30.0,30,1415.346991,0.0
-30.0,30,1416.496184,0.0
-5.0,30,1417.574943,1.0
-7.0,30,1418.758159,1.0
-30.0,30,1419.845602,0.0
-10.0,30,1420.987576,1.0
-8.0,30,1422.082853,1.0
-6.0,30,1423.217084,1.0
-8.0,30,1424.374226,1.0
-30.0,30,1425.474498,0.0
-30.0,30,1426.56652,0.0
-3.0,30,1427.636526,1.0
-30.0,30,1428.702595,0.0
-30.0,30,1429.779125,0.0
-12.0,30,1430.877887,1.0
-6.0,30,1431.945282,1.0
-30.0,30,1433.015404,0.0
-5.0,30,1434.094947,1.0
-4.0,30,1435.163316,1.0
-12.0,30,1436.235691,1.0
-30.0,30,1437.31403,0.0
-30.0,30,1438.416779,0.0
-30.0,30,1439.49325,0.0
-30.0,30,1440.567556,0.0
-5.0,30,1441.635398,1.0
-30.0,30,1442.712894,0.0
-30.0,30,1443.779867,0.0
-12.0,30,1444.849607,1.0
-30.0,30,1445.920296,0.0
-10.0,30,1447.128401,1.0
-30.0,30,1448.21084,0.0
-10.0,30,1449.326073,1.0
-6.0,30,1450.407827,1.0
-12.0,30,1451.499209,1.0
-5.0,30,1452.610243,1.0
-30.0,30,1453.705396,0.0
-8.0,30,1454.83941,1.0
-30.0,30,1455.929776,0.0
-30.0,30,1457.031373,0.0
-9.0,30,1458.149559,1.0
-5.0,30,1459.256447,1.0
-30.0,30,1460.370857,0.0
-8.0,30,1461.501977,1.0
-6.0,30,1462.641193,1.0
-3.0,30,1463.761171,1.0
-30.0,30,1464.873745,0.0
-30.0,30,1465.987396,0.0
-10.0,30,1467.137988,1.0
-30.0,30,1468.267372,0.0
-13.0,30,1469.38034,1.0
-16.0,30,1477.599323,1.0
-30.0,30,1478.735996,0.0
-30.0,30,1479.868532,0.0
-30.0,30,1480.98373,0.0
-30.0,30,1482.104263,0.0
-30.0,30,1483.176095,0.0
-4.0,30,1484.261131,1.0
-4.0,30,1485.331797,1.0
-26.0,30,1486.411855,0.0
-30.0,30,1487.482159,0.0
-30.0,30,1488.581064,0.0
-30.0,30,1489.655765,0.0
-30.0,30,1490.734675,0.0
-30.0,30,1491.830648,0.0
-10.0,30,1492.909998,1.0
-30.0,30,1493.998481,0.0
-30.0,30,1495.059273,0.0
-30.0,30,1496.152549,0.0
-30.0,30,1497.360656,0.0
-7.0,30,1498.488512,1.0
-30.0,30,1499.567956,0.0
-30.0,30,1500.654666,0.0
-30.0,30,1501.722595,0.0
-30.0,30,1502.82907,0.0
-30.0,30,1503.919499,0.0
-11.0,30,1504.99357,1.0
-30.0,30,1506.058223,0.0
-30.0,30,1507.137435,0.0
-7.0,30,1508.210064,1.0
-30.0,30,1509.288651,0.0
-30.0,30,1510.356949,0.0
-30.0,30,1511.429714,0.0
-3.0,30,1512.502439,1.0
-9.0,30,1513.60135,1.0
-8.0,30,1514.679121,1.0
-30.0,30,1515.781853,0.0
-9.0,30,1516.866063,1.0
-7.0,30,1517.951234,1.0
-30.0,30,1519.025903,0.0
-30.0,30,1520.102022,0.0
-10.0,30,1521.202517,1.0
-30.0,30,1522.31895,0.0
-30.0,30,1523.400512,0.0
-30.0,30,1524.479326,0.0
-9.0,30,1525.581207,1.0
-3.0,30,1526.656743,1.0
-5.0,30,1527.73596,1.0
-30.0,30,1528.808408,0.0
-10.0,30,1529.905227,1.0
-30.0,30,1531.001476,0.0
-10.0,30,1532.095432,1.0
-13.0,30,1533.176313,1.0
-30.0,30,1534.264598,0.0
-30.0,30,1535.356534,0.0
-8.0,30,1536.466501,1.0
-8.0,30,1537.569305,1.0
-5.0,30,1538.659681,1.0
-30.0,30,1539.738657,0.0
-30.0,30,1540.820502,0.0
-30.0,30,1541.892273,0.0
-30.0,30,1542.96915,0.0
-5.0,30,1544.03017,1.0
-30.0,30,1545.094306,0.0
-30.0,30,1546.153711,0.0
-30.0,30,1547.219318,0.0
-30.0,30,1548.274054,0.0
-7.0,30,1549.354635,1.0
-4.0,30,1550.408108,1.0
-30.0,30,1551.467331,0.0
-6.0,30,1552.518983,1.0
-30.0,30,1553.601065,0.0
-30.0,30,1554.649243,0.0
-30.0,30,1555.74052,0.0
-9.0,30,1556.87351,1.0
-5.0,30,1557.935395,1.0
-8.0,30,1558.991255,1.0
-30.0,30,1560.052238,0.0
-5.0,30,1561.11177,1.0
-30.0,30,1562.208649,0.0
-30.0,30,1563.341116,0.0
-30.0,30,1564.490518,0.0
-30.0,30,1565.584743,0.0
-8.0,30,1566.701999,1.0
-10.0,30,1567.888542,1.0
-15.0,30,1569.08622,1.0
-12.0,30,1570.301648,1.0
-3.0,30,1571.435323,1.0
-12.0,30,1572.587941,1.0
-30.0,30,1573.742599,0.0
-30.0,30,1574.946099,0.0
-30.0,30,1576.200052,0.0
-30.0,30,1577.355324,0.0
-30.0,30,1578.554377,0.0
-8.0,30,1579.874425,1.0
-30.0,30,1581.15818,0.0
-10.0,30,1582.35277,1.0
-2.0,30,1583.580518,1.0
-14.0,30,1584.861578,1.0
-30.0,30,1586.144372,0.0
-30.0,30,1587.353412,0.0
-30.0,30,1588.551916,0.0
-30.0,30,1589.740562,0.0
-10.0,30,1590.979977,1.0
-30.0,30,1592.164463,0.0
-6.0,30,1593.327862,1.0
-30.0,30,1594.495446,0.0
-30.0,30,1595.66692,0.0
-9.0,30,1596.829475,1.0
-4.0,30,1597.992529,1.0
-5.0,30,1599.155029,1.0
-30.0,30,1600.321571,0.0
-30.0,30,1601.50291,0.0
-30.0,30,1602.652137,0.0
-30.0,30,1603.794838,0.0
-30.0,30,1604.950628,0.0
-30.0,30,1606.076514,0.0
-9.0,30,1607.288482,1.0
-30.0,30,1608.410827,0.0
-30.0,30,1609.52698,0.0
-14.0,30,1610.67723,1.0
-30.0,30,1611.796859,0.0
-30.0,30,1612.942134,0.0
-30.0,30,1614.088048,0.0
-30.0,30,1615.198992,0.0
-30.0,30,1616.310284,0.0
-13.0,30,1617.43878,1.0
-30.0,30,1618.590184,0.0
-30.0,30,1619.73404,0.0
-6.0,30,1620.855231,1.0
-30.0,30,1622.023098,0.0
-3.0,30,1623.288751,1.0
-30.0,30,1624.544546,0.0
-30.0,30,1625.851003,0.0
-30.0,30,1627.034098,0.0
-30.0,30,1628.241731,0.0
-30.0,30,1629.358362,0.0
-12.0,30,1630.551596,1.0
-30.0,30,1631.682983,0.0
-9.0,30,1632.782116,1.0
-8.0,30,1633.901743,1.0
-30.0,30,1635.018221,0.0
-8.0,30,1636.267901,1.0
-10.0,30,1637.495842,1.0
-30.0,30,1638.745306,0.0
-5.0,30,1639.904006,1.0
-30.0,30,1641.062871,0.0
-30.0,30,1642.267458,0.0
-30.0,30,1643.515545,0.0
-3.0,30,1644.634197,1.0
-30.0,30,1645.804336,0.0
-30.0,30,1646.925885,0.0
-30.0,30,1648.053852,0.0
-7.0,30,1649.21945,1.0
-30.0,30,1650.3651,0.0
-8.0,30,1651.600303,1.0
-10.0,30,1652.817907,1.0
-8.0,30,1654.08891,1.0
-30.0,30,1655.233899,0.0
-11.0,30,1656.454916,1.0
-3.0,30,1657.618598,1.0
-8.0,30,1658.788628,1.0
-30.0,30,1660.055917,0.0
-30.0,30,1661.299862,0.0
-30.0,30,1662.480166,0.0
-30.0,30,1663.622233,0.0
-30.0,30,1664.798368,0.0
-12.0,30,1666.010049,1.0
-7.0,30,1667.183048,1.0
-10.0,30,1668.407349,1.0
-30.0,30,1669.630724,0.0
-30.0,30,1670.896255,0.0
-30.0,30,1672.224234,0.0
-30.0,30,1673.645539,0.0
-30.0,30,1674.870964,0.0
-8.0,30,1676.143935,1.0
-9.0,30,1677.339634,1.0
-3.0,30,1678.60675,1.0
-30.0,30,1679.83866,0.0
-30.0,30,1681.136538,0.0
-8.0,30,1682.471098,1.0
-30.0,30,1683.762504,0.0
-30.0,30,1684.960885,0.0
-10.0,30,1686.217962,1.0
-7.0,30,1687.413137,1.0
-6.0,30,1688.670789,1.0
-30.0,30,1689.89738,0.0
-10.0,30,1691.161434,1.0
-6.0,30,1692.38304,1.0
-6.0,30,1693.721301,1.0
-4.0,30,1694.944275,1.0
-30.0,30,1696.215305,0.0
-30.0,30,1697.518769,0.0
-7.0,30,1698.820908,1.0
-30.0,30,1700.099743,0.0
-30.0,30,1701.393192,0.0
-8.0,30,1702.64635,1.0
-30.0,30,1703.878519,0.0
-5.0,30,1705.170582,1.0
-30.0,30,1706.426503,0.0
-14.0,30,1707.619195,1.0
-30.0,30,1708.806418,0.0
-7.0,30,1710.011132,1.0
-30.0,30,1711.203742,0.0
-13.0,30,1712.468697,1.0
-10.0,30,1713.660582,1.0
-30.0,30,1714.883572,0.0
-30.0,30,1716.120462,0.0
-30.0,30,1717.324667,0.0
-10.0,30,1718.527252,1.0
-30.0,30,1719.732917,0.0
-30.0,30,1720.922179,0.0
-8.0,30,1722.142548,1.0
-30.0,30,1723.343976,0.0
-4.0,30,1724.545416,1.0
-30.0,30,1725.73025,0.0
-10.0,30,1726.969679,1.0
-30.0,30,1728.179211,0.0
-4.0,30,1729.398278,1.0
-8.0,30,1730.589107,1.0
-10.0,30,1731.818959,1.0
-19.0,30,1733.046987,1.0
-30.0,30,1734.341991,0.0
-30.0,30,1735.546004,0.0
-8.0,30,1736.824143,1.0
-2.0,30,1738.112463,1.0
-9.0,30,1739.364144,1.0
-14.0,30,1740.620695,1.0
-30.0,30,1741.834663,0.0
-30.0,30,1743.053271,0.0
-7.0,30,1744.292309,1.0
-30.0,30,1745.52137,0.0
-30.0,30,1746.731779,0.0
-30.0,30,1747.946254,0.0
-5.0,30,1749.136985,1.0
-30.0,30,1750.356895,0.0
-30.0,30,1751.55083,0.0
-9.0,30,1752.759387,1.0
-30.0,30,1753.979976,0.0
-30.0,30,1755.148831,0.0
-12.0,30,1756.327205,1.0
-6.0,30,1757.490205,1.0
-30.0,30,1758.673893,0.0
-8.0,30,1759.844905,1.0
-11.0,30,1761.00117,1.0
-30.0,30,1762.199005,0.0
-30.0,30,1763.406346,0.0
-13.0,30,1764.591881,1.0
-7.0,30,1765.761206,1.0
-5.0,30,1766.969132,1.0
-30.0,30,1768.126457,0.0
-30.0,30,1769.273423,0.0
-5.0,30,1770.461588,1.0
-10.0,30,1771.688886,1.0
-30.0,30,1772.876652,0.0
-30.0,30,1774.03401,0.0
-20.0,30,1775.21886,1.0
-30.0,30,1776.405094,0.0
-30.0,30,1777.577766,0.0
-12.0,30,1778.718973,1.0
-12.0,30,1779.938533,1.0
-30.0,30,1781.097101,0.0
-30.0,30,1782.232558,0.0
-30.0,30,1783.407461,0.0
-4.0,30,1784.653729,1.0
-7.0,30,1785.812277,1.0
-9.0,30,1786.954201,1.0
-10.0,30,1788.123986,1.0
-8.0,30,1789.273088,1.0
-7.0,30,1790.41874,1.0
-30.0,30,1791.62868,0.0
-7.0,30,1792.762694,1.0
-5.0,30,1793.895105,1.0
-9.0,30,1795.099696,1.0
-30.0,30,1796.279938,0.0
-30.0,30,1797.408015,0.0
-30.0,30,1798.620054,0.0
-30.0,30,1799.756117,0.0
-7.0,30,1800.88047,1.0
-30.0,30,1802.018297,0.0
-9.0,30,1803.156851,1.0
-5.0,30,1804.298724,1.0
-11.0,30,1805.531731,1.0
-30.0,30,1806.702722,0.0
-30.0,30,1807.851971,0.0
-7.0,30,1809.025128,1.0
-30.0,30,1810.221047,0.0
-30.0,30,1811.365538,0.0
-30.0,30,1812.509825,0.0
-7.0,30,1813.688132,1.0
-30.0,30,1814.863436,0.0
-6.0,30,1816.003039,1.0
-30.0,30,1817.196913,0.0
-13.0,30,1818.422767,1.0
-9.0,30,1819.584384,1.0
-9.0,30,1820.763128,1.0
-8.0,30,1821.960403,1.0
-30.0,30,1823.1425,0.0
-30.0,30,1824.401227,0.0
-30.0,30,1825.566226,0.0
-11.0,30,1826.754792,1.0
-30.0,30,1827.885891,0.0
-6.0,30,1829.042098,1.0
-8.0,30,1830.271,1.0
-4.0,30,1831.445504,1.0
-7.0,30,1832.772606,1.0
-6.0,30,1833.931357,1.0
-11.0,30,1835.08112,1.0
-12.0,30,1836.234359,1.0
-6.0,30,1837.44531,1.0
-6.0,30,1838.573189,1.0
-13.0,30,1839.754554,1.0
-30.0,30,1840.902643,0.0
-30.0,30,1842.040574,0.0
-7.0,30,1843.201611,1.0
-30.0,30,1844.38202,0.0
-30.0,30,1845.540256,0.0
-30.0,30,1846.699055,0.0
-30.0,30,1847.843634,0.0
-6.0,30,1848.971796,1.0
-9.0,30,1850.099803,1.0
-4.0,30,1851.25129,1.0
-26.0,30,1852.501241,0.0
-30.0,30,1853.660964,0.0
-30.0,30,1854.796738,0.0
-9.0,30,1855.967569,1.0
-9.0,30,1857.103516,1.0
-30.0,30,1858.265732,0.0
-30.0,30,1859.417244,0.0
-30.0,30,1860.559313,0.0
-30.0,30,1861.713267,0.0
-8.0,30,1862.887302,1.0
-30.0,30,1864.026786,0.0
-8.0,30,1865.17469,1.0
-30.0,30,1873.391293,0.0
-14.0,30,1874.54359,1.0
-25.0,30,1875.697961,0.0
-30.0,30,1876.841612,0.0
-10.0,30,1877.999504,1.0
-6.0,30,1879.202307,1.0
-30.0,30,1880.342615,0.0
-6.0,30,1881.490474,1.0
-30.0,30,1882.631426,0.0
-30.0,30,1883.77032,0.0
-8.0,30,1884.910854,1.0
-9.0,30,1886.097222,1.0
-9.0,30,1887.243645,1.0
-30.0,30,1888.389537,0.0
-12.0,30,1889.540477,1.0
-12.0,30,1890.730373,1.0
-30.0,30,1891.893794,0.0
-30.0,30,1893.054133,0.0
-13.0,30,1894.19134,1.0
-12.0,30,1895.413888,1.0
